"","ADCYAP1","ADIPOQ","ALX1","ARX","BAGE","BAGE2","BAGE3","BAGE4","BAGE5","BCORP1","BMP7","BTBD17","C14ORF39","C15ORF2","C18ORF61","C21ORF15","CALB2","CARTPT","CBLN4","CCL19","CCL21","CCNYL2","CFHR4","CHRNA4","CLEC4M","CR2","CRABP1","CRH","CSAG1","CSAG2","CSAG3","CTAG2","CXORF49","CXORF49B","CYP11B1","CYP4F24P","DDX3Y","DEFA1","DEFA1B","DLK1","DNAJC5G","EIF1AY","ERCC_00013","ERCC_00014","ERCC_00019","ERCC_00022","ERCC_00025","ERCC_00028","ERCC_00031","ERCC_00034","ERCC_00035","ERCC_00039","ERCC_00040","ERCC_00044","ERCC_00051","ERCC_00053","ERCC_00054","ERCC_00058","ERCC_00059","ERCC_00060","ERCC_00062","ERCC_00067","ERCC_00069","ERCC_00071","ERCC_00076","ERCC_00078","ERCC_00079","ERCC_00084","ERCC_00085","ERCC_00092","ERCC_00095","ERCC_00099","ERCC_00108","ERCC_00112","ERCC_00116","ERCC_00126","ERCC_00131","ERCC_00136","ERCC_00143","ERCC_00144","ERCC_00148","ERCC_00154","ERCC_00157","ERCC_00160","ERCC_00162","ERCC_00163","ERCC_00165","ERCC_00170","EVX2","FBXL21","FDCSP","FERD3L","FLJ41350","FOXD3","GABRA1","GCGR","GSTT1","HBG1","HBG2","HLA-DQA1","HLA-DRB4","HLA-DRB5","HOXC10","HOXD11","HOXD13","HSD3B2","KCNC2","KDM5D","LECT2","LHX9","LINC00221","LOC100129291","LOC100288568","LOC100507073","LOC100507199","LOC100507561","LOC100652893","LOC100653006","LOC348120","LOC400643","LOC441601","LOC90499","MAGEA1","MAGEA10","MAGEA10-MAGEA5","MAGEA11","MAGEA12","MAGEA2","MAGEA2B","MAGEA3","MAGEA4","MAGEA5","MAGEA6","MAGEA9","MAGEA9B","MAGEC1","MAGEC2","MGC39584","MUC15","NCAN","NCRNA00185","NF1P2","NHLH2","NKX6-1","NR5A1","PABPC1L2A","PABPC1L2B","PAGE5","PENK","PLA2G2A","PLA2G2D","PLEKHG4B","PMP2","POU4F2","PPP1R17","PPP1R1A","PRAME","PRKY","PRY","PRY2","PWRN1","RBP4","RMST","RPS4Y1","SERPINA12","SIX6","SLC30A3","SLC5A7","SLC6A11","SST","TERT","TLX3","TMSB4Y","TSIX","TSPY4","TTLL6","TTTY15","TTTY2","TTTY2B","TXLNG2P","UCN3","USP9Y","XAGE1A","XAGE1B","XAGE1C","XAGE1D","XAGE1E","XIST","ZFY","ZFY-AS1"
"SEQC_NB281_AD0559ACXX_L6_TAGCTT",4.095,-6.665,-6.665,-1.488,-1.562,-1.166,-1.166,-1.166,-1.166,-0.029,4.803,-1.166,0.19,-0.318,2.948,-4.225,-3.003,0.665,4.315,4.593,4.176,-3.488,-6.665,-2.81,-4.225,-0.681,-6.665,-4.225,-1.225,-2.225,-2.225,-6.665,-6.665,-6.665,-6.665,-6.665,5.586,0.713,0.713,-2.351,-3.003,3.135,-2.497,-2.497,-2.497,11.787,9.692,-2.497,-2.497,7.817,10.48,-2.497,-2.497,10.625,8.554,8.554,7.817,-2.497,-2.497,11.232,-2.497,-2.497,-2.497,8.232,10.692,9.933,10.32,9.232,-2.497,10.32,-2.497,9.554,12.139,10.48,10.232,-2.497,-2.497,10.554,-2.497,8.232,7.817,-2.497,7.817,9.692,10.139,7.817,10.756,7.817,-6.665,-2.81,-0.029,-0.029,-6.665,1.234,-6.665,8.053,3.296,-2.64,-0.384,4.269,3.933,5.612,4.094,-6.665,-4.225,-2.64,3.277,4.12,-2.64,-6.665,-3.003,-6.665,-6.665,0.399,-6.665,-0.856,1.428,-0.351,-6.665,1.834,-6.665,-6.665,-6.665,-6.665,-6.665,-6.665,-4.225,-4.225,-4.225,-6.665,-6.665,-6.665,-6.665,-6.665,-6.665,-3.81,-6.665,-3.003,-6.665,2.126,2.538,-6.665,1.267,2.904,-3.81,-6.665,-6.665,-6.665,-3.488,-6.665,2.612,0.918,-2.64,4.263,1.521,3.667,1.826,5.309,-0.318,-0.318,1.665,-6.665,1.419,6.027,0.79,-6.665,-0.81,-4.225,-2.11,-1.418,-2.81,-6.665,0.419,-0.952,-6.665,2.951,5.414,0.298,0.298,2.862,-0.287,5.438,-6.665,-6.665,-6.665,-6.665,-6.665,-0.766,4.131,3.876
"SEQC_NB282_AD0559ACXX_L6_CTTGTA",-1.74,-6.665,-3.418,3.661,-0.985,0.304,0.304,0.304,0.304,-0.418,-0.217,-2.281,-0.985,-1.217,-3.418,-2.418,1.142,0.889,0.326,6.04,5.316,-2.281,-3.418,0.489,4.8,-1.833,-2.74,-3.74,-1.57,-1.348,-1.348,2.342,-3.74,-3.74,-3.155,1.054,6.38,-3.418,-3.418,6.129,-0.833,3.721,-2.497,-2.497,8.405,11.212,9.253,-2.497,7.668,7.668,10.542,-2.497,-2.497,8.405,-2.497,8.405,7.668,-2.497,7.668,10.607,8.405,-2.497,-2.497,8.89,11.698,9.99,10.838,9.253,-2.497,9.783,-2.497,8.89,11.509,10.331,9.253,-2.497,-2.497,10.475,-2.497,-2.497,-2.497,-2.497,8.89,7.083,9.542,8.668,9.542,-2.497,-6.665,-3.155,-0.786,-6.665,-4.155,1.054,-0.383,7.822,3.626,-2.418,-3.155,-4.74,5.579,4.319,0.142,-6.665,-4.155,1.573,-3.74,6.129,-2.933,3.904,0.736,-2.155,-1.096,-3.74,-3.418,-6.665,-6.665,-2.418,-1.348,1.248,-2.74,-0.985,-2.155,-2.281,-1.348,-2.04,-0.531,-0.126,-0.126,-0.455,0.703,-6.665,0.814,-2.281,-2.281,0.96,0.946,-2.57,-6.665,-0.492,1.775,-1.74,-2.57,-0.653,5.445,-2.04,-0.985,-3.155,2.604,-1.281,5.09,1.214,1.845,4.51,-1.74,2.394,7.652,6.048,3.775,3.775,-0.04,-2.74,-4.155,6.905,1.13,-6.665,1.105,0.43,-2.57,2.727,-0.418,-0.696,2.45,1.347,1.293,-2.933,5.697,-0.531,-0.531,5.193,-0.786,6.117,0.282,0.282,0.282,0.282,0.282,1.545,4.771,4.551
"SEQC_NB283_AD0559ACXX_L7_ATCACG",1.574,-6.665,-6.665,-6.665,-3.137,-3.137,-3.137,-3.137,-3.137,-0.415,4.848,-1.552,2.466,-2.289,-1.652,-6.665,-1.372,0.863,-6.665,0.649,5.06,-3.874,-4.459,-0.137,-2.652,-2.459,-6.665,-6.665,-6.665,-6.665,-6.665,-4.459,-6.665,-6.665,-1.372,-3.874,5.581,-3.137,-3.137,4.902,-3.874,3.195,7.87,-2.497,-2.497,10.985,10.677,-2.497,-2.497,7.87,9.607,-2.497,-2.497,9.092,7.87,7.87,7.87,-2.497,8.607,10.87,7.87,-2.497,7.87,8.607,11.711,9.092,10.372,8.607,7.87,10.372,-2.497,9.87,12.329,10.192,8.285,-2.497,9.092,10.87,-2.497,-2.497,-2.497,-2.497,8.607,7.87,7.87,9.455,11.192,7.87,-3.137,-3.459,-6.665,-6.665,-6.665,-3.137,2.716,2.755,3.107,-1.552,-0.137,4.008,-3.874,5.533,-6.665,-4.459,-3.137,-2.652,-6.665,5.473,-3.137,-1.874,2.017,-6.665,0.845,0.711,-6.665,0.322,-6.665,-0.067,-6.665,-6.665,-6.665,-6.665,-6.665,-2.652,-1.372,-3.874,-3.874,-6.665,-6.665,-3.874,-6.665,-6.665,-3.874,-6.665,-6.665,-3.874,-6.665,-3.137,-3.874,-3.874,2.057,-3.874,-6.665,-6.665,-3.874,-6.665,-6.665,-6.665,-6.665,-1.459,0.126,5.761,-3.459,-2.652,1,2.535,6.358,5.578,0.185,0.185,-1.372,3.849,-3.874,6.477,3.025,-6.665,-1.372,-3.459,0.607,1.126,-4.459,3.916,0.967,-0.25,-6.665,-2.289,5.278,1.967,1.967,4.656,-1.652,5.472,-6.665,-6.665,-6.665,-6.665,-6.665,-0.25,3.992,3.733
"SEQC_NB284_AD0559ACXX_L7_TTAGGC",-0.72,-4.265,-6.665,0.808,-4.265,-4.265,-4.265,-4.265,-4.265,-1.85,-1.68,-4.85,4.1,-4.265,-0.68,-4.265,-6.665,-1.206,0.837,1.195,3.572,-1.762,-0.72,-3.528,0.195,-2.149,-6.665,-6.665,-6.665,-6.665,-6.665,-6.665,-6.665,-6.665,-2.149,-0.64,5.593,0.3,0.3,6.107,-1.762,3.634,-2.497,-2.497,-2.497,12.014,10.239,-2.497,-2.497,8.313,10.383,-2.497,-2.497,8.313,-2.497,8.313,-2.497,-2.497,8.313,10.635,8.313,-2.497,-2.497,8.313,10.849,10.239,10.383,9.161,-2.497,10.383,7.576,9.451,11.161,10.799,9.313,-2.497,-2.497,10.746,-2.497,-2.497,7.576,-2.497,7.576,7.576,8.313,8.799,10.161,7.576,-6.665,-2.68,-2.265,2.888,-4.265,-3.042,-6.665,2.67,3.377,2.454,3.343,-4.85,-6.665,2.238,-3.528,-4.265,-4.265,-2.149,-4.265,5.27,1.75,-1.762,3.211,-6.665,1.28,2.133,-6.665,2.093,-6.665,3.343,-6.665,-3.528,-6.665,-4.265,-6.665,-6.665,-1.457,-6.665,-6.665,-6.665,-6.665,-6.665,-6.665,-6.665,-4.265,-6.665,-6.665,-6.665,-6.665,-6.665,-6.665,0.216,2.422,-4.265,-2.042,-6.665,-3.85,-6.665,-6.665,-6.665,-6.665,-0.72,-0.762,5.568,-3.85,1.78,-4.265,-1.85,5.301,6.169,0.56,0.56,-4.265,5.32,-4.265,6.57,1.925,-6.665,1.069,-6.665,1.65,-0.149,-4.265,4.112,1.445,-0.943,-3.85,-3.528,4.891,-3.042,-3.042,5.281,-6.665,5.464,-6.665,-6.665,-6.665,-6.665,-6.665,-0.762,4.291,4.087
"SEQC_NB285_AD0559ACXX_L7_ACAGTG",1.99,5.603,-4.252,-4.252,-3.252,-2.837,-2.837,-2.837,-2.837,0.918,-1.378,-1.749,-1.93,0.778,-0.749,-3.03,-2.667,1.884,-6.665,5.084,7.361,-1.93,-6.665,-4.252,4.393,4.17,-6.665,1.877,1.218,-0.109,-0.109,-3.837,-6.665,-6.665,-3.837,2.152,5.712,-0.793,-0.793,6.086,-2.667,3.287,-2.497,-2.497,-2.497,11.115,9.285,-2.497,-2.497,9.115,11.203,-2.497,7.7,10.507,-2.497,-2.497,-2.497,-2.497,-2.497,11.244,8.922,-2.497,-2.497,9.285,11.325,9.816,10.759,10.022,-2.497,10.022,-2.497,9.285,12.046,10.022,10.507,-2.497,7.7,10.973,7.7,7.7,-2.497,-2.497,8.437,7.7,9.575,7.7,9.575,-2.497,-3.03,-6.665,2.957,-6.665,-6.665,0.521,2.196,5.598,3.514,2.213,3.355,4.517,-6.665,5.382,1.07,-6.665,-6.665,-1.378,-3.03,5.512,-6.665,-6.665,-0.627,-3.515,-3.03,1.476,-6.665,0.411,-6.665,3.355,-4.252,-6.665,-3.515,-4.252,0.14,-0.837,-0.749,-2.252,2.235,1.439,1.082,-1.515,-6.665,-4.252,-0.109,-6.665,-6.665,-3.837,-6.665,-1.93,-3.515,-2.667,2.191,-4.837,-6.665,-1.837,-3.252,-4.252,-4.252,-2.515,-2.515,0.14,3.14,4.273,-0.979,0.718,-4.252,0.918,5.315,5.301,0.572,0.572,1.85,1.733,-4.252,6.798,2.964,-6.665,-0.222,-2.515,-4.252,1.631,-1.137,2.251,-0.082,-0.708,-0.137,1.494,5.254,1.218,1.218,4.849,1.918,5.359,-6.665,-6.665,-6.665,-6.665,-6.665,-0.708,3.83,3.596
"SEQC_NB286_AD0559ACXX_L7_CAGATC",-1.487,5.267,-6.665,-3.139,-6.665,-2.777,-2.777,-2.777,-2.777,-1.777,4.258,-1.947,4.865,-6.665,0.463,-1.625,-1.625,0.301,-1.192,2.459,3.701,4.381,-4.947,-0.165,-2.487,-2.04,-2.487,-6.665,-6.665,-6.665,-6.665,-6.665,-6.665,-6.665,7.057,-0.274,6.669,4.275,4.275,5.639,1.098,4.268,-2.497,-2.497,-2.497,11.308,9.768,-2.497,-2.497,7.893,10.478,-2.497,-2.497,7.893,8.308,7.893,-2.497,-2.497,8.63,10.009,-2.497,7.893,-2.497,9.768,11.396,9.768,10.396,9.478,-2.497,9.768,-2.497,9.116,11.981,10.63,9.116,-2.497,7.893,9.768,-2.497,-2.497,7.893,7.308,8.63,9.116,9.116,7.893,10.63,-2.497,-0.332,-1.423,-1.303,-3.362,-6.665,1.411,0.282,6.625,4.494,3.471,4.57,-6.665,-4.362,1.446,-4.362,-6.665,-4.362,6.407,-3.625,6.228,-3.625,-3.139,-3.139,-6.665,-4.362,0.301,-6.665,-2.487,-6.665,4.573,-6.665,3.431,-6.665,-2.777,-6.665,-6.665,-3.625,-4.362,-6.665,-6.665,-6.665,-6.665,-6.665,-6.665,-4.362,-6.665,-6.665,-4.362,-6.665,-3.947,-6.665,3.963,3.498,-6.665,-6.665,-4.362,5.081,0.822,1.537,-6.665,-3.947,-2.246,2.838,5.331,-1.362,0.183,-3.139,3.277,-2.362,5.784,2.509,2.509,-2.777,3.341,-3.625,6.852,0.496,3.013,3.154,-4.947,-2.777,2.754,-2.777,2.019,2.002,-0.089,-4.362,-0.661,6.517,0.545,0.545,5.358,-2.777,6.516,-6.665,-6.665,-6.665,-6.665,-6.665,-0.192,4.78,4.59
"SEQC_NB287_AD0559ACXX_L7_GATCAG",-1.458,-2.821,-4.043,-3.306,-2.821,-2.169,-2.169,-2.169,-2.169,-6.665,0.23,-4.628,1.279,-1.458,0.23,1.657,-6.665,2.526,0.326,3.949,6.065,-2.821,-6.665,-3.628,-6.665,-1.105,-4.043,-1.928,-3.306,-6.665,-6.665,-6.665,-6.665,-6.665,-1.821,1.942,-3.628,-1.928,-1.928,5.931,0.581,-6.665,-2.497,-2.497,-2.497,12.039,9.983,7.661,-2.497,-2.497,10.548,6.924,-2.497,9.731,6.924,7.661,6.924,-2.497,8.509,11.624,7.661,-2.497,-2.497,8.798,11.383,9.426,10.83,9.339,6.924,10.039,-2.497,8.509,12.011,10.661,9.862,7.661,8.509,10.661,8.146,6.924,6.924,-2.497,7.661,8.146,8.798,6.924,10.197,7.661,-4.628,-6.665,-0.343,-6.665,-4.628,2.03,1.887,5.329,4.642,2.526,2.596,3.579,-6.665,4.913,-0.043,-6.665,-6.665,-1.928,-4.043,-4.043,-6.665,-2.169,-4.043,-6.665,-6.665,-4.043,-6.665,0.815,-6.665,2.596,-6.665,-3.628,-4.628,-6.665,-6.665,-2.821,-1.928,-6.665,-3.306,-4.043,-4.043,-6.665,-6.665,-4.043,-6.665,-3.306,-3.306,-6.665,-6.665,-6.665,-6.665,-1.541,-4.043,-3.043,-6.665,-2.169,-3.306,-4.043,-6.665,-6.665,-2.821,-4.043,3.593,4.801,-0.628,1.242,-6.665,1.405,-3.306,-1.105,-6.665,-6.665,0.501,-4.628,-3.043,-4.628,2.907,-6.665,2.198,-1.169,-2.306,3.691,-4.043,3.634,-6.665,10.54,-6.665,-2.306,-2.169,-6.665,-6.665,-4.628,-1.628,-3.306,-6.665,-6.665,-6.665,-6.665,-6.665,10.619,-4.043,-6.665
"SEQC_NB288_AD0559ACXX_L7_GGCTAC",-3.94,-3.618,-4.355,-4.355,-6.665,-4.94,-4.94,-4.94,-4.94,-6.665,-0.239,-6.665,0.967,-1.547,-6.665,-0.852,-1.239,-0.267,-0.185,5.522,5.743,-3.618,-6.665,2.918,-3.94,-0.692,-2.355,-4.355,-2.355,-3.94,-3.94,-4.355,-6.665,-6.665,9.17,1.592,-3.94,-4.355,-4.355,7.967,-6.665,-4.355,-2.497,-2.497,-2.497,11.419,9.598,-2.497,-2.497,8.499,11.151,-2.497,-2.497,10.598,-2.497,8.013,8.499,-2.497,-2.497,11.246,-2.497,-2.497,8.013,9.861,11.246,9.861,10.939,8.013,8.013,9.861,-2.497,8.013,11.645,10.499,9.598,-2.497,9.151,11.549,7.276,6.691,7.276,-2.497,8.499,7.276,9.598,7.276,10.013,-2.497,-6.665,-1.852,1.28,-6.665,-6.665,-1.082,1.782,6.081,3.425,2.015,2.638,-1.852,-4.355,2.304,-4.355,-4.355,-6.665,7.723,-0.582,-3.94,-6.665,-6.665,-6.665,-6.665,-3.618,-6.665,-6.665,-3.618,-2.033,2.638,-6.665,-6.665,-4.94,-6.665,-6.665,-4.94,-3.94,-6.665,-2.94,-2.77,-6.665,-6.665,-6.665,-6.665,-6.665,-6.665,-6.665,-6.665,-6.665,-6.665,-3.618,-4.94,-6.665,-3.618,-6.665,-6.665,5.307,-4.94,-6.665,-6.665,-2.239,-2.033,3.967,2.116,-3.618,5.002,1.795,-2.94,-0.985,-1.48,-6.665,-6.665,0.815,-3.94,-6.665,-3.132,2.116,-6.665,-1.355,-6.665,0.47,-0.212,-0.895,2.23,-6.665,9.282,-6.665,-4.355,-3.355,-6.665,-6.665,-6.665,-2.618,-4.355,-6.665,-6.665,-6.665,-6.665,-6.665,9.338,-4.355,-6.665
"SEQC_NB289_AD0559ACXX_L8_CGATGT",0.728,-4.664,-6.665,-4.08,-3.343,-2.495,-2.495,-2.495,-2.495,-6.665,0.639,-2.857,3.355,-2.205,-6.665,-2.857,-1.758,-3.08,2.319,3.361,2.26,-1.964,-6.665,-6.665,-4.664,-2.205,-1.495,-4.08,-1.758,-3.664,-3.664,-6.665,-6.665,-6.665,3.713,-6.665,-3.664,0.621,0.621,7.219,-1.021,-6.665,-2.497,-2.497,-2.497,11.729,8.968,-2.497,-2.497,9.258,10.322,-2.497,-2.497,10.191,-2.497,9.705,-2.497,-2.497,7.383,10.798,-2.497,-2.497,7.383,8.968,11.681,10.191,11.008,8.968,7.383,10.442,-2.497,9.383,11.752,10.442,10.191,-2.497,7.383,10.656,-2.497,7.383,-2.497,-2.497,7.383,7.383,9.705,7.383,10.258,8.606,-6.665,-6.665,-1.758,-0.664,-4.08,1.444,0.693,-0.758,-3.664,-1.08,0.194,5.115,3.851,6.265,-6.665,-6.665,-6.665,0.89,-4.08,-4.08,-4.664,1.444,-3.343,-6.665,-6.665,-0.11,-6.665,-0.11,-4.08,0.194,-6.665,-4.664,-6.665,-6.665,-6.665,-6.665,-4.08,-6.665,-2.205,-6.665,-6.665,-6.665,-6.665,-4.08,-6.665,-6.665,-6.665,-6.665,-4.08,-6.665,-3.343,7.208,-4.664,-6.665,-6.665,-3.664,0.008,-1.964,-1.495,-6.665,0.444,-6.665,3.988,2.675,-0.62,5.236,-3.08,-2.664,-0.417,-1.205,-6.665,-6.665,0.242,-2.857,-6.665,-4.664,1.745,-6.665,-1.205,-3.343,3.678,5.005,-6.665,-2.205,-6.665,9.233,-6.665,-2.664,-4.664,-6.665,-6.665,-6.665,-6.665,-3.664,-6.665,-6.665,-6.665,-6.665,-6.665,9.322,-4.08,-4.08
"SEQC_NB290_AD0559ACXX_L8_TGACCA",-6.665,-3.955,-3.955,-6.665,-1.292,-0.586,-0.586,-0.586,-0.586,-4.54,-1.453,-6.665,3.625,-6.665,-1.84,-6.665,-1.955,4.753,-1.37,-3.218,-1.84,-2.081,-6.665,-2.081,-6.665,-2.733,-2.37,3.604,-6.665,-6.665,-6.665,-6.665,-6.665,-6.665,5.255,-6.665,3.351,0.16,0.16,10.091,-2.955,0.241,-2.497,6.924,-2.497,12.011,9.383,-2.497,-2.497,9.83,10.011,7.509,7.509,9.383,-2.497,9.094,-2.497,7.509,8.246,10.731,8.246,-2.497,-2.497,9.924,11.596,10.246,10.316,9.383,-2.497,8.731,-2.497,9.83,12.316,10.924,10.383,7.509,8.246,11.35,-2.497,-2.497,7.509,-2.497,7.509,8.246,9.383,9.094,8.246,-2.497,-3.955,-6.665,-6.665,-6.665,-6.665,0.132,1.33,0.045,-2.733,-1.453,0.267,2.754,-2.955,0.318,-3.955,-3.955,-6.665,3.555,-2.218,3.518,-6.665,-6.665,-6.665,-6.665,-6.665,-3.955,-6.665,0.318,-6.665,0.267,-6.665,-3.54,-6.665,-6.665,-6.665,-6.665,-6.665,-6.665,-6.665,-3.955,-3.955,-6.665,-6.665,-6.665,-3.955,-3.955,-3.955,-6.665,-6.665,-3.218,-3.955,-1.634,-2.081,-3.955,-6.665,-6.665,1.698,-3.955,-3.955,-6.665,3.995,-6.665,-0.786,5.965,-2.733,-2.733,-3.218,-2.733,-4.54,2.669,-6.665,-6.665,-3.54,-0.955,-4.54,3.599,4.667,-1.453,-0.84,-1.733,-3.218,-6.665,-6.665,5.361,-3.955,0.014,-6.665,-3.218,0.103,-6.665,-6.665,2.693,-6.665,2.822,-6.665,-6.665,-6.665,-6.665,-6.665,0.103,1.305,1.16
"SEQC_NB291_AD0559ACXX_L8_GCCAAT",2.868,-6.665,-3.406,-6.665,-2.406,-1.143,-1.143,-1.143,-1.143,-6.665,5.384,-3.406,-2.921,-1.921,0.154,-3.728,-3.406,-2.728,-2.028,4.536,6.202,-3.406,4.008,2.655,1.411,0.179,-6.665,-6.665,-6.665,-6.665,-6.665,-6.665,-6.665,-6.665,-6.665,2.283,-3.406,1.69,1.69,5.646,-1.641,-6.665,-2.497,-2.497,7.943,11.402,10.145,-2.497,-2.497,8.428,10.665,-2.497,-2.497,9.709,-2.497,8.791,-2.497,-2.497,7.943,11.113,7.621,-2.497,-2.497,7.206,11.176,9.869,11.081,8.943,-2.497,9.528,7.206,8.206,12.113,11.047,9.528,-2.497,-2.497,11.294,-2.497,-2.497,7.943,-2.497,7.206,6.621,8.791,7.206,10.376,-2.497,3.801,-0.236,-6.665,-0.174,-6.665,-1.921,-6.665,8.291,5.191,-3.143,-1.821,4.634,-4.143,6.311,-4.728,-1.821,3.801,-1.205,-6.665,-4.728,4.195,0.401,-2.921,-6.665,-2.728,-0.973,-6.665,-6.665,-4.728,-1.641,-6.665,-3.406,-6.665,-6.665,-4.143,-6.665,-3.728,-6.665,-6.665,-6.665,-6.665,-4.143,-6.665,-6.665,-6.665,-6.665,-6.665,-4.143,-6.665,-4.728,-6.665,-2.558,-6.665,-6.665,-6.665,-6.665,-6.665,-6.665,-6.665,-6.665,-6.665,-3.406,-0.443,0.944,-2.558,-0.406,-1.48,3.424,2.524,-2.558,-6.665,-6.665,-2.921,9.106,-3.406,-3.728,2.294,-4.143,-0.084,-2.558,0.481,-4.143,-1.921,3.185,-6.665,9.979,-6.665,1.202,-6.665,-6.665,-6.665,-6.665,-2.921,-4.143,-6.665,-6.665,-6.665,-6.665,-6.665,10.079,-6.665,-6.665
"SEQC_NB292_AD0559ACXX_L8_ACTTGA",-1.832,-6.665,-6.665,-3.318,-4.055,-4.055,-4.055,-4.055,-4.055,0.004,-2.47,-2.47,0.682,-0.213,-1.318,-3.64,-6.665,2.088,-6.665,4.862,6.191,-2.832,0.168,1.033,-0.282,-1.552,-4.055,-6.665,-4.055,-4.055,-4.055,-6.665,-6.665,-6.665,-6.665,0.93,5.718,-3.64,-3.64,4.656,-6.665,3.358,-2.497,7.514,-2.497,11.746,9.999,-2.497,7.514,7.999,10.44,6.777,-2.497,10.146,6.777,6.777,-2.497,-2.497,6.777,11.321,-2.497,-2.497,6.777,9.279,10.746,10.146,10.236,9.362,-2.497,9.584,-2.497,8.362,12.087,10.321,9.836,-2.497,7.514,11.122,-2.497,-2.497,6.777,-2.497,6.777,8.362,9.099,7.192,11.05,-2.497,-2.055,-1.832,-3.64,-6.665,-4.055,-1.939,0.36,3.882,-4.64,0.383,1.803,-4.64,-4.64,2.731,-3.318,-4.64,-3.055,-3.318,-2.832,5.518,2.161,-1.733,2.74,-6.665,0.383,-3.318,-6.665,-3.318,-6.665,1.82,-6.665,-6.665,-3.318,-6.665,-6.665,-6.665,-0.595,-6.665,-6.665,-6.665,-6.665,-6.665,-6.665,-4.055,-6.665,-4.055,-4.055,-6.665,-6.665,-2.832,-6.665,-2.64,1.836,-6.665,-6.665,-6.665,-6.665,-6.665,-3.318,-6.665,-6.665,0.664,-0.354,5.44,-1.939,-6.665,-4.055,0.383,6.38,5.508,0.168,0.168,2.047,7.029,-6.665,6.763,1.56,-2.832,1.36,-2.47,-0.354,-4.055,-3.318,4.338,1.372,-0.282,-6.665,-2.832,4.926,0.142,0.142,4.883,-6.665,5.387,-6.665,-6.665,-6.665,-6.665,-6.665,-0.148,4.013,3.768
"SEQC_NB293_AD0559ACXX_L8_TAGCTT",0.32,-4.118,-6.665,-2.895,-4.703,-4.703,-4.703,-4.703,-4.703,-1.796,-1.31,-0.381,1.297,1.977,-0.276,-2.895,-3.381,3.497,-3.703,5.614,3.45,-3.381,-6.665,-2.703,-6.665,-3.381,-2.381,-1.243,-1.895,-2.703,-2.703,-6.665,-6.665,-6.665,-6.665,-6.665,5.407,-1.796,-1.796,3.715,-1.002,3.388,-2.497,-2.497,-2.497,11.952,10.186,-2.497,-2.497,7.45,10.186,-2.497,-2.497,9.672,7.45,8.186,-2.497,-2.497,7.45,10.994,-2.497,-2.497,-2.497,9.771,11.646,10.324,10.565,8.672,7.45,9.45,-2.497,9.186,12.551,11.074,10.324,-2.497,8.186,10.994,-2.497,-2.497,7.45,-2.497,7.45,8.186,9.565,9.324,10.565,-2.497,-6.665,-6.665,-0.002,-6.665,-6.665,0.956,0.619,2.28,4.692,-4.118,-1.895,4.437,4.399,-1.455,0.619,-4.118,-3.703,-2.895,-3.381,5.484,-3.381,-4.703,-4.118,-6.665,-6.665,2.252,-6.665,-6.665,-4.118,-1.895,-6.665,-6.665,-4.703,-4.118,-2.895,-6.665,-2.381,-6.665,-2.895,-6.665,-6.665,-4.118,-6.665,-6.665,-3.381,-6.665,-6.665,-4.118,-6.665,-4.118,-6.665,-2.703,2.411,-6.665,-4.703,-6.665,-4.118,-3.381,-2.895,-6.665,-0.533,1.118,2.821,5.584,1.416,6.01,-4.703,1.331,6.773,4.994,-0.658,-0.658,3.098,-1.895,-6.665,6.125,4.407,-3.381,-1.796,-3.703,-3.703,3.801,-2.895,1.601,2.111,-0.658,-4.118,0.052,5.34,-0.748,-0.748,4.639,0.69,5.319,-4.703,-4.703,-4.703,-4.703,-4.703,-0.748,4.005,3.817
"SEQC_NB294_AD0559ACXX_L8_CTTGTA",5.251,-4.042,-6.665,-0.872,0.928,2.039,2.039,2.039,2.039,-6.665,2.401,-6.665,2.885,-2.305,1.362,-1.457,-3.305,1.668,4.089,5.946,6.819,-2.819,-6.665,-2.457,-0.072,0.563,-0.926,-3.305,-1.305,-1.234,-1.234,0.583,-4.042,-4.042,-3.305,-6.665,-3.627,3.661,3.661,1.64,-4.042,-4.042,-2.497,-2.497,-2.497,11.83,9.557,-2.497,7.557,8.294,9.431,8.294,-2.497,9.431,-2.497,8.294,7.557,-2.497,7.557,11.22,8.294,-2.497,7.557,8.557,11.142,10.616,10.616,8.294,-2.497,9.557,-2.497,8.779,11.994,9.972,9.142,-2.497,-2.497,10.616,-2.497,-2.497,-2.497,-2.497,-2.497,8.779,9.672,7.557,11.016,-2.497,-3.042,-6.665,2.897,-6.665,-6.665,1.101,-6.665,6.371,3.713,-0.379,0.461,4.73,5.202,-1.627,0.621,-6.665,-4.042,-3.305,-1.926,-3.627,-4.627,-4.627,0.865,-4.042,-0.379,1.482,-6.665,-1.457,-3.627,0.461,-3.627,1.461,-4.627,-3.305,-6.665,-6.665,-4.042,-4.042,-0.983,0.304,0.017,-1.539,-6.665,-6.665,-1.234,-6.665,-6.665,-2.167,-3.305,2.148,-3.305,3.592,-4.042,-6.665,-4.042,2.262,-2.819,0.017,-0.769,-1.457,-6.665,-6.665,4.265,-1.042,0.28,3.409,1.06,2.74,3.857,-0.926,-6.665,-6.665,-1.72,-2.819,-6.665,-2.167,-0.417,-1.627,-1.234,-4.042,-6.665,2.865,-2.042,-0.103,-6.665,9.373,-6.665,2.602,-4.627,-6.665,-6.665,-6.665,1.774,-4.042,-6.665,-6.665,-6.665,-6.665,-6.665,9.472,-6.665,-6.665
